path,label
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2919.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2266.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\755.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3472.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1366.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\flute\3261.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\136.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1517.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\646.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\flute\464.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2556.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\916.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\963.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2894.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\978.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\908.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1061.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Shakers\880.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1920.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Horn\792.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3240.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\713.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2439.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1131.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1221.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\1256.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\819.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Harmonica\69.wav,Harmonica
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\111.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\Horn\20.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\1121.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\313.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (239).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2514.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2678.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Shakers\794.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Organ\694.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3356.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Shakers\659.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\356.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\150.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2833.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2492.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\1265.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\cowbell\444.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Horn\1076.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\flute\353.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\323.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Piano\87.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\285.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Dobro\245.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\682.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Horn\50.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2154.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\520.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2199.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\220.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3184.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2304.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1150.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\254.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2897.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\395.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\7.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Horn\806.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1271.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2422.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Trombone\892.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1693.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1640.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2717.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\608.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Organ\1431.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Dobro\371.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1056.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1524.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1696.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\789.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2421.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonica\101.wav,Harmonica
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\413.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1214.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3334.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1979.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Shakers\791.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\46.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1015.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\70.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2181.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2661.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\244.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\893.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\177.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\207.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\851.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\flute\3559.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\53.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\681.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3272.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\408.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\flute\3158.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\471.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\813.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Dobro\27.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\279.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1485.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Organ\1345.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\249.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\16.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2304.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Violin\286.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\Banjo\740.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\flute\2332.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\177.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Banjo\344.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Horn\1252.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2685.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1471.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1141.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\354.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\65.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\flute\103.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\544.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\644.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2899.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (268).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1721.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2596.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\175.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1658.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1186.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1595.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1208.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2246.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2987.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\387.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1184.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1934.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3347.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\250.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Shakers\778.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\10.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3584.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\1293.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\flute\1966.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\490.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\flute\2207.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\732.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2064.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Dobro\239.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\flute\1951.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3177.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2453.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2198.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\3157.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\2013.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\992.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Horn\803.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1617.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (229).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1770.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\599.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\109.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\flute\582.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1907.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\531.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2130.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\405.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Shakers\769.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\76.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Shakers\593.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1256.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Piano\559.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\flute\3296.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\751.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2059.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2676.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Piano\35.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2278.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\159.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\876.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2192.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1893.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1588.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1172.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\751.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2946.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\flute\913.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1023.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\cowbell\213.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\flute\3113.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2374.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\1102.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Horn\652.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Horn\1228.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\3191.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1075.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Organ\530.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Accordion\216.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Piano\556.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\68.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1197.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\1018.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\620.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\450.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1383.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\cowbell\189.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\cowbell\224.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3496.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\flute\1322.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1368.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1035.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Trombone\524.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\3054.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\10.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2111.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\861.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\429.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\361.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1965.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\588.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1153.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1639.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\532.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\476.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Dobro\145.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\112.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2031.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\723.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\401.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1381.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3252.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2789.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Shakers\628.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1814.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\853.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Dobro\422.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Shakers\825.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\flute\668.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2662.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2211.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\265.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\86.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1269.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Shakers\737.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1099.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\394.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1262.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\cowbell\417.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1030.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\674.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\430.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\3117.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\77.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2287.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\cowbell\413.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1114.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\3448.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1395.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1667.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2827.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1784.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (261).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3101.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Organ\1030.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Organ\1187.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\flute\3507.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\171.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\flute\3697.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\409.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Horn\239.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\103.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1138.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\19.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\887.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Horn\153.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2575.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1517.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3148.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3202.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\773.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Piano\436.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\921.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3202.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (63).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Organ\648.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2067.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\209.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Banjo\223.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2215.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\588.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\532.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\flute\1281.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\144.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2056.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3635.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\cowbell\456.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\678.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\260.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\233.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2689.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Horn\91.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\flute\1365.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\flute\1540.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1170.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Violin\92.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\Organ\623.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1354.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Organ\89.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2045.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\130.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2258.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1336.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1325.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1732.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\cowbell\49.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Organ\536.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\flute\959.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\187.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\350.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\797.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\682.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Trombone\416.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2130.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Piano\337.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Trombone\557.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1428.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Shakers\166.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1753.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1865.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2843.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2494.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Horn\670.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\258.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (184).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\416.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\782.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1448.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3070.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\294.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\309.wav,Electro_Guitar
