filename,cel,cla,flu,gac,gel,org,pia,sax,tru,vio,voi
01 Good Vibrations-10.wav,0,0,0,0,1,0,0,1,0,0,0
01 Good Vibrations-12.wav,0,0,0,0,0,1,0,1,0,0,0
01 Good Vibrations-13.wav,0,0,0,0,0,1,0,1,0,0,0
01 Good Vibrations-14.wav,0,0,0,0,0,1,0,1,0,0,0
01 Good Vibrations-15.wav,0,0,0,0,0,1,0,1,0,0,0
01 Good Vibrations-17.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-18.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-20.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-21.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-22.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-24.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-25.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-26.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-27.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-28.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-29.wav,0,0,0,0,1,1,0,1,0,0,0
01 Good Vibrations-3.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-4.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-5.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-6.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-7.wav,0,0,0,0,1,1,0,0,0,0,0
01 Good Vibrations-9.wav,0,0,0,0,1,0,0,1,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-1.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-10.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-11.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-12.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-13.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-14.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-15.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-16.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-17.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-18.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-19.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-2.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-20.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-21.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-3.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-4.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-5.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-6.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-7.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-8.wav",0,0,0,1,0,0,0,0,0,0,0
"01 Julian Bream - Albeniz- Mallorca, Opus 202-9.wav",0,0,0,1,0,0,0,0,0,0,0
01 Just One Of Those Things-1.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-10.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-11.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-12.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-14.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-15.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-16.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-17.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-18.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-19.wav,0,0,0,0,0,0,1,0,0,0,0
01 Just One Of Those Things-2.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-21.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-22.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-23.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-4.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-5.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-6.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-7.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-8.wav,0,0,0,0,0,0,1,1,0,0,0
01 Just One Of Those Things-9.wav,0,0,0,0,0,0,1,1,0,0,0
01 Organ Grinder's Swing-1.wav,0,0,0,0,1,1,0,0,0,0,0
01 Organ Grinder's Swing-2.wav,0,0,0,0,1,1,0,0,0,0,0
01 Organ Grinder's Swing-3.wav,0,0,0,0,1,1,0,0,0,0,0
01 Organ Grinder's Swing-4.wav,0,0,0,0,1,1,0,0,0,0,0
01 Organ Grinder's Swing-5.wav,0,0,0,0,1,1,0,0,0,0,0
01 Organ Grinder's Swing-7.wav,0,0,0,0,0,0,0,0,0,0,1
01 Organ Grinder's Swing-8.wav,0,0,0,0,1,1,0,0,0,0,0
01 Start Making Noise-1.wav,0,0,0,1,0,0,0,0,0,0,0
01 Start Making Noise-10.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-11.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-13.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-15.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-16.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-2.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-4.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-6.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-7.wav,0,0,0,1,0,0,0,0,0,0,1
01 Start Making Noise-9.wav,0,0,0,1,0,0,0,0,0,0,1
01 Volunteered Slavery-1.wav,0,0,0,0,0,0,0,1,0,0,0
01 Volunteered Slavery-10.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-11.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-12.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-13.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-14.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-15.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-16.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-17.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-19.wav,0,0,0,0,0,0,1,0,0,0,1
01 Volunteered Slavery-2.wav,0,0,0,0,0,0,0,1,0,0,0
01 Volunteered Slavery-20.wav,0,0,0,0,0,0,1,0,0,0,1
01 Volunteered Slavery-4.wav,0,0,0,0,0,0,0,0,0,0,1
01 Volunteered Slavery-5.wav,0,0,0,0,0,0,0,0,0,0,1
01 Volunteered Slavery-7.wav,0,0,0,0,0,0,0,1,0,0,1
01 Volunteered Slavery-8.wav,0,0,0,0,0,0,1,1,1,0,0
01 Volunteered Slavery-9.wav,0,0,0,0,0,0,1,1,1,0,0
01 the other side of the crash_over-10.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-11.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-12.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-13.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-15.wav,0,0,0,0,1,0,0,0,0,0,0
01 the other side of the crash_over-17.wav,0,0,0,0,1,0,1,0,0,0,0
01 the other side of the crash_over-18.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-19.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-2.wav,0,0,0,0,1,0,0,0,0,0,0
01 the other side of the crash_over-20.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-22.wav,0,0,0,0,1,0,0,0,0,0,0
01 the other side of the crash_over-3.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-4.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-5.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-6.wav,0,0,0,0,1,0,0,0,0,0,0
01 the other side of the crash_over-7.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-8.wav,0,0,0,0,1,0,0,0,0,0,1
01 the other side of the crash_over-9.wav,0,0,0,0,1,0,0,0,0,0,1
01) Bert Jansch - Avocet-1.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-11.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-12.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-13.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-14.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-15.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-16.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-17.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-19.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-20.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-21.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-22.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-23.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-24.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-26.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-29.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-3.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-30.wav,1,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-32.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-33.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-35.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-36.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-37.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-38.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-4.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-40.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-41.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-42.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-43.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-45.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-46.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-48.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-49.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-5.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-50.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-51.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-52.wav,0,0,1,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-54.wav,0,0,0,1,1,0,0,0,0,0,0
01) Bert Jansch - Avocet-56.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-57.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-59.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-6.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-60.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-61.wav,0,0,0,1,0,0,0,0,0,0,0
01) Bert Jansch - Avocet-7.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-8.wav,0,0,0,1,0,0,0,0,0,1,0
01) Bert Jansch - Avocet-9.wav,0,0,0,1,0,0,0,0,0,1,0
01) Jeff Beck - Hi-Ho Silver Lining-1.wav,0,0,0,0,1,0,0,0,0,0,1
01) Jeff Beck - Hi-Ho Silver Lining-2.wav,0,0,0,0,1,0,0,0,0,1,1
01) Jeff Beck - Hi-Ho Silver Lining-3.wav,0,0,0,0,1,0,0,0,0,1,1
01) Jeff Beck - Hi-Ho Silver Lining-4.wav,0,0,0,0,1,0,0,0,0,1,1
01) Jeff Beck - Hi-Ho Silver Lining-6.wav,0,0,0,0,1,0,0,0,0,0,0
01) Jeff Beck - Hi-Ho Silver Lining-8.wav,0,0,0,0,1,0,0,0,0,1,1
01- tangerine dream - kiew mission-10.wav,0,0,0,0,0,0,0,0,0,0,1
01- tangerine dream - kiew mission-12.wav,0,0,0,0,0,0,0,0,0,0,1
01- tangerine dream - kiew mission-8.wav,0,0,0,0,0,0,0,0,0,0,1
01- tangerine dream - kiew mission-9.wav,0,0,0,0,0,0,0,0,0,0,1
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-1.wav,0,0,0,0,0,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-10.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-11.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-12.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-13.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-14.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-15.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-16.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-17.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-18.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-19.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-2.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-20.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-22.wav,0,0,0,0,1,0,0,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-23.wav,0,0,0,0,1,0,0,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-4.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-6.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-8.wav,0,0,0,0,1,0,1,0,0,0,0
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-9.wav,0,0,0,0,1,0,1,0,0,0,0
01-ode_to_the_sun-ar-1.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-11.wav,0,0,0,0,1,0,0,0,0,0,1
01-ode_to_the_sun-ar-12.wav,0,0,0,0,1,0,0,0,0,0,1
01-ode_to_the_sun-ar-14.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-2.wav,0,0,0,0,1,0,0,0,0,0,0
01-ode_to_the_sun-ar-4.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-5.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-6.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-7.wav,0,0,0,0,0,0,0,0,0,0,1
01-ode_to_the_sun-ar-8.wav,0,0,0,0,0,0,0,0,0,0,1
01-pet_shop_boys-minimal_(radio_edit)-gti-11.wav,0,0,0,0,0,0,0,0,0,0,1
01-pet_shop_boys-minimal_(radio_edit)-gti-12.wav,0,0,0,0,1,0,0,0,0,0,0
01-pet_shop_boys-minimal_(radio_edit)-gti-13.wav,0,0,0,0,1,0,0,0,0,0,0
01-pet_shop_boys-minimal_(radio_edit)-gti-2.wav,0,0,0,0,0,0,0,0,0,0,1
01-pet_shop_boys-minimal_(radio_edit)-gti-5.wav,0,0,0,0,0,0,0,0,0,0,1
01-pet_shop_boys-minimal_(radio_edit)-gti-8.wav,0,0,0,0,0,0,0,0,0,0,1
01. Another World-10.wav,0,0,0,0,0,1,1,0,0,0,0
01. Another World-11.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-13.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-14.wav,0,0,0,0,0,1,1,0,0,0,0
01. Another World-15.wav,0,0,0,0,1,1,1,0,0,0,0
01. Another World-16.wav,0,0,0,0,0,0,1,0,0,0,1
01. Another World-17.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-18.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-19.wav,0,0,0,0,0,1,1,0,0,0,0
01. Another World-3.wav,0,0,0,0,1,0,1,0,0,0,0
01. Another World-4.wav,0,0,0,0,0,1,1,0,0,0,0
01. Another World-5.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-7.wav,0,0,0,0,0,1,1,0,0,0,1
01. Another World-8.wav,0,0,0,0,0,1,1,0,0,0,0
01. Another World-9.wav,0,0,0,0,1,1,1,0,0,0,0
01. Caravan-10.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-11.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-2.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-3.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-5.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-6.wav,0,0,0,0,1,0,0,0,0,0,0
01. Caravan-8.wav,0,0,0,0,1,0,0,0,0,0,0
01. Flight Time-11.wav,0,0,0,0,0,0,1,0,1,0,0
01. Flight Time-13.wav,0,0,1,0,1,0,1,0,0,0,0
01. Flight Time-14.wav,0,0,0,0,1,0,1,0,1,0,0
01. Flight Time-15.wav,0,0,0,0,1,0,1,0,0,0,0
01. Flight Time-16.wav,0,0,0,0,1,0,1,0,0,0,0
01. Flight Time-18.wav,0,0,1,0,1,0,1,0,0,0,0
01. Flight Time-19.wav,0,0,1,0,1,0,1,0,0,0,0
01. Flight Time-21.wav,0,0,0,0,0,0,1,0,1,0,0
01. Flight Time-23.wav,0,0,1,0,0,0,1,0,0,0,0
01. Flight Time-25.wav,0,0,0,0,0,0,1,0,1,0,0
01. Flight Time-26.wav,0,0,1,0,1,0,1,0,1,0,0
01. Flight Time-27.wav,0,0,1,0,1,0,1,0,1,0,0
01. Flight Time-28.wav,0,0,1,0,1,0,1,0,1,0,0
01. Flight Time-29.wav,0,0,1,0,1,0,1,0,1,0,0
01. Flight Time-3.wav,0,0,0,0,0,0,1,0,0,0,0
01. Flight Time-4.wav,0,0,0,0,0,0,1,0,0,0,0
01. Flight Time-6.wav,0,0,0,0,0,0,1,0,0,0,0
01. Flight Time-7.wav,0,0,0,0,0,0,1,0,0,0,0
01. Flight Time-9.wav,0,0,1,0,0,0,1,0,0,0,0
01. Helmet - Pure-10.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-12.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-13.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-14.wav,0,0,0,0,1,0,0,0,0,0,1
01. Helmet - Pure-15.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-3.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-4.wav,0,0,0,0,1,0,0,0,0,0,1
01. Helmet - Pure-6.wav,0,0,0,0,1,0,0,0,0,0,0
01. Helmet - Pure-7.wav,0,0,0,0,1,0,0,0,0,0,1
01. Helmet - Pure-9.wav,0,0,0,0,1,0,0,0,0,0,1
01. I Don't Worry About a Thing-1.wav,0,0,0,0,0,0,1,0,0,0,1
01. I Don't Worry About a Thing-2.wav,0,0,0,0,0,0,1,0,0,0,1
01. I Don't Worry About a Thing-4.wav,0,0,0,0,0,0,1,0,0,0,0
01. I Don't Worry About a Thing-5.wav,0,0,0,0,0,0,1,0,0,0,0
01. I Don't Worry About a Thing-7.wav,0,0,0,0,0,0,1,0,0,0,1
01. In The Crease-1.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-11.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-12.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-13.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-14.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-15.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-17.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-18.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-19.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-20.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-21.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-23.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-3.wav,0,0,0,0,0,0,1,0,0,0,0
01. In The Crease-4.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-5.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-6.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-7.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-8.wav,0,0,0,0,0,0,1,1,0,0,0
01. In The Crease-9.wav,0,0,0,0,0,0,1,1,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-1.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-10.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-11.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-12.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-13.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-2.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-3.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-4.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-5.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-6.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-7.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-8.wav,0,0,0,0,0,0,1,0,0,0,0
01. It Don't Mean a Thing (If It Ain't Got That Swing)-9.wav,0,0,0,0,0,0,1,0,0,0,0
01. Offering-1.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-10.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-11.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-12.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-13.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-15.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-16.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-2.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-3.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-4.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-5.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-7.wav,0,0,0,0,0,1,0,0,0,0,0
01. Offering-8.wav,0,0,0,0,0,1,0,0,0,0,1
01. Offering-9.wav,0,0,0,0,0,1,0,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-1.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-10.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-11.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-12.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-13.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-15.wav,0,0,0,0,0,0,1,0,1,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-16.wav,0,0,0,0,0,0,1,0,1,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-17.wav,0,0,0,0,0,0,1,0,1,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-18.wav,0,0,0,0,0,0,1,0,1,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-2.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-20.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-21.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-22.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-23.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-24.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-25.wav,0,0,0,0,0,0,1,0,0,0,0
